year,lfs,exp,salary,weight,age,ftpt,edu,sex,industry,occup,self_emp,elementary_edu,highschool_edu,postsec_edu,undergrad_edu,graduate_edu,union,student_status,grad_highschool_refyear,grad_college_refyear,grad_univ_refyear,public_sector,multiple_jobs,firm_size,loc_size,tenure,edu_level
2010,employed all year,5.0,96111.81972789115,553.5397,29.0,full-time,non-university postsecondary certificate,1,health care and social assistance,professional in health,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1000.0,81.0,4
2010,employed all year,24.0,72912.4149659864,212.9136,58.0,full-time,graduated high school,1,public administration,clerical and supervisor occupations,0,1,1,0,0,0,1,0,0,0,0,1,0,1000.0,1000.0,346.0,3
2010,employed all year,30.0,76226.6156462585,1627.4482,55.0,full-time,non-university postsecondary certificate,0,trade,"wholesale, technical, insurance, real estate sales specialists",0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,52.0,4
2010,"employed part-year, unemployed part-year",9.0,33142.00680272109,334.7339,29.0,full-time,11-13 years of elementary and secondary school (not graduated),0,construction,"trades helpers, construction, and transportation labourers",0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,9.0,2
2010,employed all year,40.0,69598.21428571429,717.7821,57.0,full-time,5-8 years of elementary school,0,other services,contractors and supervisors in trades and transportation,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,480.0,2
2010,employed all year,2.0,41096.08843537415,556.1126,24.0,full-time,non-university postsecondary certificate,1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,1,1.0,1.0,32.0,4
2010,"employed part-year, unemployed part-year",3.0,63632.65306122449,363.4968,25.0,full-time,graduated high school,1,"business, building and other support services",natural and applied sciences,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,1000.0,12.0,3
2010,employed all year,9.0,72912.4149659864,960.0858,28.0,full-time,bachelor's degree,1,public administration,occupation in protective services,0,1,1,0,1,0,1,1,0,0,1,1,0,1000.0,100.0,27.0,5
2010,employed all year,24.0,129253.82653061225,372.498,44.0,full-time,some non-university postsecondary (no certificate),0,"professional, scientific and technical services",natural and applied sciences,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,1000.0,192.0,3
2010,employed all year,15.0,42421.768707482996,1085.9853,46.0,full-time,5-8 years of elementary school,1,"information, culture and recreation","chefs and cooks, food and beverage service",0,1,0,0,0,0,0,0,0,0,0,1,0,1000.0,1000.0,175.0,2
2010,employed all year,31.0,115997.02380952382,238.4572,50.0,full-time,non-university postsecondary certificate,0,public administration,middle management,0,1,1,1,0,0,0,1,0,1,0,1,0,20.0,20.0,12.0,4
2010,"employed part-year, unemployed part-year",22.0,60981.292517006805,827.8996,58.0,full-time,graduated high school,1,manufacturing,"labourer in processing, manufacturing and utilities",0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,20.0,7.0,3
2010,employed all year,0.0,24525.085034013606,499.9583,51.0,part-time,some university (no certificate),1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,1.0,86.0,3
2010,employed all year,20.0,45073.12925170068,201.8653,47.0,full-time,some university (no certificate),0,health care and social assistance,"occupations in social science, government service and religion",0,1,1,0,0,0,1,0,0,0,0,1,0,1000.0,1.0,130.0,3
2010,employed all year,28.0,112682.8231292517,253.8824,45.0,full-time,some non-university postsecondary (no certificate),0,"forestry, fishing, mining, oil and gas",occupations unique to primary industry,0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,100.0,46.0,3
2010,employed all year,24.0,37119.04761904762,451.4636,54.0,full-time,non-university postsecondary certificate,1,trade,middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,1.0,149.0,4
2010,employed all year,13.0,57004.251700680274,465.4045,38.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,1,0,0,1,0,0,0,0,0,0,20.0,1.0,218.0,4
2010,employed all year,25.0,31816.326530612245,495.8931,47.0,full-time,graduated high school,1,manufacturing,other trades,0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,20.0,40.0,3
2010,employed all year,11.0,19885.204081632655,2471.3686,31.0,full-time,non-university postsecondary certificate,1,other services,,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,32.0,4
2010,employed all year,44.0,49050.17006802721,598.113,63.0,full-time,non-university postsecondary certificate,0,trade,"retail salespersons, sales clerks, cashiers",1,1,1,1,0,0,0,0,0,0,0,0,1,1.0,1.0,11.0,4
2010,employed all year,29.0,66284.01360544217,240.9737,50.0,full-time,non-university postsecondary certificate,0,educational services,other trades,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1000.0,320.0,4
2010,employed all year,30.0,132568.02721088435,2502.189,50.0,full-time,non-university postsecondary certificate,1,other services,professional in business and finance,0,1,1,1,0,0,0,0,0,0,0,0,0,500.0,100.0,233.0,4
2010,employed all year,41.0,76226.6156462585,940.5786,61.0,full-time,some non-university postsecondary (no certificate),1,"professional, scientific and technical services",clerical and supervisor occupations,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,500.0,120.0,3
2010,employed all year,17.0,38444.727891156464,1996.5137,45.0,full-time,bachelor's degree,1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,1.0,48.0,5
2010,employed all year,26.0,59655.61224489796,2957.8519,49.0,full-time,bachelor's degree,1,other services,"occupations in social science, government service and religion",0,1,1,0,1,0,0,0,0,0,0,0,0,100.0,1.0,16.0,5
2010,employed all year,27.0,139196.42857142858,1377.415,48.0,full-time,non-university postsecondary certificate,1,manufacturing,middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,100.0,324.0,4
2010,employed all year,14.0,31816.326530612245,843.7065,40.0,full-time,graduated high school,1,trade,,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,100.0,103.0,3
2010,employed all year,19.0,45073.12925170068,3091.893,54.0,part-time,bachelor's degree,0,accommodation and food services,"chefs and cooks, food and beverage service",0,1,1,0,1,0,0,0,0,0,0,0,1,20.0,20.0,12.0,5
2010,employed all year,15.0,34467.68707482993,2310.0161,43.0,full-time,11-13 years of elementary and secondary school (not graduated),1,trade,,0,1,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,300.0,2
2010,employed all year,40.0,43747.44897959184,719.8038,57.0,full-time,non-university postsecondary certificate,0,"finance, insurance, real estate and leasing",middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,1.0,80.0,4
2010,employed all year,2.0,34467.68707482993,949.6121,22.0,full-time,graduated high school,0,manufacturing,clerical and supervisor occupations,0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,100.0,54.0,3
2010,employed all year,24.0,50375.85034013606,510.6058,47.0,full-time,non-university postsecondary certificate,1,"finance, insurance, real estate and leasing","financial, secretarial and administrative",0,1,1,1,0,0,1,0,0,0,0,1,0,100.0,100.0,60.0,4
2010,employed all year,18.0,112682.8231292517,775.3401,44.0,full-time,bachelor's degree,1,utilities,clerical and supervisor occupations,0,1,1,0,1,0,0,0,0,0,0,1,0,100.0,100.0,262.0,5
2010,employed all year,13.0,23199.404761904763,906.4347,38.0,full-time,non-university postsecondary certificate,1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,1.0,39.0,4
2010,employed all year,30.0,57004.251700680274,811.9054,45.0,full-time,some non-university postsecondary (no certificate),0,trade,"retail salespersons, sales clerks, cashiers",0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,20.0,71.0,3
2010,employed all year,9.0,64958.333333333336,1324.0935,30.0,full-time,graduated high school,0,construction,contractors and supervisors in trades and transportation,0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,20.0,108.0,3
2010,employed all year,30.0,54352.89115646259,893.9518,50.0,full-time,non-university postsecondary certificate,1,health care and social assistance,clerical and supervisor occupations,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1000.0,417.0,4
2010,employed all year,10.0,109368.6224489796,779.6523,32.0,full-time,bachelor's degree,0,public administration,natural and applied sciences,0,1,1,0,1,0,1,0,0,0,0,1,1,20.0,20.0,73.0,5
2010,employed all year,2.0,49050.17006802721,318.1891,37.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,1,0,0,0,0,0,0,20.0,20.0,199.0,4
2010,employed all year,4.0,109368.6224489796,678.584,50.0,full-time,some non-university postsecondary (no certificate),1,"information, culture and recreation",middle management,0,1,1,0,0,0,0,0,0,0,0,1,0,1000.0,1000.0,48.0,3
2010,employed all year,10.0,106054.42176870749,1176.0965,33.0,full-time,university certificate above bachelor,0,educational services,teachers and professors,0,1,1,0,1,1,1,0,0,0,0,1,0,500.0,20.0,112.0,6
2010,employed all year,24.0,129253.82653061225,430.0043,47.0,full-time,bachelor's degree,0,public administration,natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,1,0,1000.0,100.0,284.0,5
2010,employed all year,33.0,46398.80952380953,566.7748,53.0,full-time,non-university postsecondary certificate,1,"finance, insurance, real estate and leasing",middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,147.0,4
2010,employed all year,24.0,55678.571428571435,744.3101,44.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,1,0,0,0,0,0,0,0,0,0,20.0,20.0,23.0,4
2010,employed all year,7.0,39770.40816326531,834.7597,28.0,full-time,non-university postsecondary certificate,0,manufacturing,"occupations in art, culture, recreation and sport",1,1,1,1,0,0,0,0,0,0,0,0,1,20.0,20.0,68.0,4
2010,employed all year,37.0,109368.6224489796,619.2509,55.0,full-time,some non-university postsecondary (no certificate),0,transportation and warehousing,professional in business and finance,0,1,1,0,0,0,1,0,0,0,0,1,0,1000.0,1000.0,234.0,3
2010,employed all year,28.0,112682.8231292517,464.3112,45.0,full-time,university certificate below bachelor,0,public administration,"financial, secretarial and administrative",0,1,1,1,0,0,1,1,0,0,1,1,0,1000.0,1000.0,157.0,4
2010,employed all year,12.0,79540.81632653062,1864.7235,55.0,full-time,non-university postsecondary certificate,1,other services,clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,100.0,36.0,4
2010,employed all year,30.0,115997.02380952382,1043.6215,54.0,full-time,university certificate above bachelor,1,educational services,teachers and professors,0,1,1,0,1,1,1,0,0,0,0,1,0,1000.0,20.0,357.0,6
2010,employed all year,2.0,26513.60544217687,1210.9246,24.0,full-time,some university (no certificate),1,"information, culture and recreation","chefs and cooks, food and beverage service",0,1,1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,8.0,3
2010,"employed part-year, unemployed part-year",9.0,60981.292517006805,254.1912,37.0,full-time,bachelor's degree,1,health care and social assistance,"technical, assisting and related in health",0,1,1,0,1,0,1,0,0,0,0,1,0,1000.0,100.0,71.0,5
2010,employed all year,2.0,39770.40816326531,384.4575,23.0,full-time,non-university postsecondary certificate,0,"professional, scientific and technical services",natural and applied sciences,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,100.0,13.0,4
2010,employed all year,12.0,76226.6156462585,200.4933,32.0,full-time,bachelor's degree,0,educational services,teachers and professors,0,1,1,0,1,0,1,0,0,0,0,1,0,1000.0,100.0,117.0,5
2010,employed all year,11.0,79540.81632653062,1275.0031,31.0,full-time,university certificate above bachelor,1,other services,"occupations in art, culture, recreation and sport",0,1,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,57.0,6
2010,employed all year,11.0,109368.6224489796,40.9172,33.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,1,0,0,0,0,0,0,100.0,20.0,90.0,4
2010,employed all year,28.0,59655.61224489796,156.0725,46.0,full-time,non-university postsecondary certificate,0,health care and social assistance,other trades,0,1,1,1,0,0,1,0,0,0,0,1,0,100.0,100.0,49.0,4
2010,employed all year,9.0,86169.21768707484,367.7667,30.0,full-time,university certificate below bachelor,1,public administration,clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,1,0,1000.0,20.0,120.0,4
2010,employed all year,21.0,132568.02721088435,199.5139,44.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,0,0,0,0,0,1,0,1000.0,100.0,246.0,4
2010,employed all year,22.0,49050.17006802721,293.9623,48.0,full-time,non-university postsecondary certificate,0,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,20.0,144.0,4
2010,employed all year,4.0,23199.404761904763,1194.3981,26.0,full-time,some non-university postsecondary (no certificate),1,trade,,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,100.0,71.0,3
2010,employed all year,2.0,69598.21428571429,768.8459,24.0,full-time,9-10 years of elementary and secondary school,0,public administration,"occupations in social science, government service and religion",0,1,0,0,0,0,1,0,0,0,0,1,0,1000.0,1000.0,8.0,2
2010,employed all year,18.0,63632.65306122449,204.4344,47.0,full-time,some non-university postsecondary (no certificate),1,trade,"retail salespersons, sales clerks, cashiers",0,1,1,0,0,0,1,0,0,0,0,0,0,1000.0,100.0,339.0,3
2010,employed all year,18.0,9942.602040816328,478.046,51.0,part-time,non-university postsecondary certificate,1,,,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,1.0,12.0,4
2010,employed all year,34.0,25187.92517006803,335.4471,54.0,full-time,non-university postsecondary certificate,1,trade,"retail salespersons, sales clerks, cashiers",0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,44.0,4
2010,employed all year,37.0,291649.6598639456,445.4898,59.0,full-time,some university (no certificate),0,utilities,,0,1,1,0,0,0,1,0,0,0,0,1,0,1000.0,1000.0,24.0,3
2010,employed all year,38.0,66284.01360544217,136.3893,57.0,full-time,some non-university postsecondary (no certificate),0,public administration,other trades,0,1,1,0,0,0,1,0,0,0,0,1,0,1000.0,100.0,245.0,3
2010,employed all year,16.0,92797.61904761905,1496.6229,44.0,full-time,university certificate above bachelor,1,other services,"occupations in art, culture, recreation and sport",0,1,1,0,1,1,1,0,0,0,0,0,0,100.0,20.0,120.0,6
2010,employed all year,4.0,45073.12925170068,1082.1784,20.0,full-time,graduated high school,1,manufacturing,machine operators and assemblers in manufacturing,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,43.0,3
2010,employed all year,18.0,62306.97278911565,208.0399,47.0,full-time,university certificate above bachelor,0,public administration,"occupations in social science, government service and religion",0,1,1,0,1,1,0,1,0,0,0,1,0,1000.0,20.0,139.0,6
2010,employed all year,34.0,132568.02721088435,819.3005,55.0,full-time,bachelor's degree,0,utilities,machine operators and assemblers in manufacturing,0,1,1,0,1,0,0,0,0,0,0,1,0,1000.0,1000.0,402.0,5
2010,"employed part-year, not in labour force part-year",23.0,62306.97278911565,2053.3429,47.0,full-time,some non-university postsecondary (no certificate),0,manufacturing,machine operators and assemblers in manufacturing,0,1,1,0,0,0,1,0,0,0,0,0,0,1000.0,100.0,228.0,3
2010,employed all year,26.0,50375.85034013606,4233.567,53.0,full-time,non-university postsecondary certificate,0,accommodation and food services,"chefs and cooks, food and beverage service",0,1,1,1,0,0,0,0,0,0,0,0,0,20.0,20.0,310.0,4
2010,employed all year,3.0,27839.285714285717,3463.6915,32.0,part-time,some university (no certificate),1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,1.0,12.0,3
2010,employed all year,5.0,24525.085034013606,1510.8995,24.0,part-time,graduated high school,0,trade,,0,1,1,0,0,0,1,0,0,0,0,0,1,1000.0,100.0,88.0,3
2010,employed all year,9.0,58329.93197278912,1203.191,27.0,full-time,11-13 years of elementary and secondary school (not graduated),0,transportation and warehousing,transport and equipment operators,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,70.0,2
2010,employed all year,37.0,82855.01700680272,1608.8927,61.0,full-time,5-8 years of elementary school,0,educational services,occupations unique to primary industry,0,1,0,0,0,0,1,0,0,0,0,1,0,1000.0,1000.0,309.0,2
2010,employed all year,24.0,46398.80952380953,2272.7699,49.0,part-time,some university (no certificate),1,"professional, scientific and technical services","financial, secretarial and administrative",0,1,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,42.0,3
2010,employed all year,9.0,76226.6156462585,1219.3014,34.0,full-time,bachelor's degree,1,educational services,teachers and professors,0,1,1,0,1,0,1,0,0,0,0,1,0,1000.0,20.0,111.0,5
2010,employed all year,14.0,33142.00680272109,1644.5143,41.0,full-time,graduated high school,1,trade,,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,100.0,103.0,3
2010,employed all year,21.0,165710.03401360544,739.5765,44.0,full-time,university certificate above bachelor,0,"professional, scientific and technical services",middle management,0,1,1,0,1,1,0,1,0,0,1,0,0,20.0,20.0,21.0,6
2010,employed all year,1.0,29164.96598639456,1983.0404,18.0,full-time,some non-university postsecondary (no certificate),0,trade,,0,1,1,0,0,0,0,1,0,0,0,0,0,1000.0,20.0,8.0,3
2010,employed all year,17.0,79540.81632653062,598.1142,35.0,full-time,non-university postsecondary certificate,0,transportation and warehousing,clerical and supervisor occupations,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,20.0,75.0,4
2010,employed all year,1.0,24525.085034013606,834.0386,22.0,full-time,bachelor's degree,1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,0,1,0,0,1,0,0,1,0,0,1000.0,1.0,30.0,5
2010,employed all year,2.0,57004.251700680274,208.2919,22.0,full-time,non-university postsecondary certificate,0,construction,natural and applied sciences,0,1,1,1,0,0,0,1,0,1,0,0,0,20.0,20.0,8.0,4
2010,employed all year,17.0,17233.843537414967,225.9182,52.0,full-time,non-university postsecondary certificate,1,"business, building and other support services",occupations unique to primary industry,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,200.0,4
2010,employed all year,25.0,15908.163265306122,188.723,61.0,part-time,graduated high school,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,201.0,3
2010,employed all year,13.0,64958.333333333336,653.9258,34.0,full-time,graduated high school,1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,0,0,0,1,0,0,0,0,0,0,100.0,100.0,60.0,3
2010,employed all year,7.0,96111.81972789115,512.1422,31.0,full-time,university certificate above bachelor,1,educational services,teachers and professors,0,1,1,0,1,1,1,0,0,0,0,1,0,1000.0,20.0,84.0,6
2010,employed all year,24.0,72912.4149659864,476.444,43.0,full-time,non-university postsecondary certificate,1,transportation and warehousing,clerical and supervisor occupations,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,20.0,217.0,4
2010,employed all year,34.0,66284.01360544217,228.0946,50.0,full-time,graduated high school,0,trade,transport and equipment operators,0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,20.0,77.0,3
2010,employed all year,29.0,139196.42857142858,507.2756,49.0,full-time,non-university postsecondary certificate,0,public administration,,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1.0,304.0,4
2010,employed all year,20.0,139196.42857142858,697.8891,41.0,full-time,bachelor's degree,0,manufacturing,natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,0,0,100.0,100.0,46.0,5
2010,employed all year,25.0,205480.44217687077,849.1266,45.0,full-time,university certificate below bachelor,0,"finance, insurance, real estate and leasing",middle management,1,1,1,1,0,0,0,1,0,0,1,0,1,1000.0,1000.0,24.0,4
2010,employed all year,28.0,72912.4149659864,1040.0238,49.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,128.0,4
2010,employed all year,3.0,18559.52380952381,3096.8725,24.0,full-time,some university (no certificate),0,trade,"retail salespersons, sales clerks, cashiers",0,1,1,0,0,0,1,0,0,0,0,0,0,1000.0,20.0,38.0,3
2010,employed all year,26.0,139196.42857142858,201.5095,51.0,full-time,bachelor's degree,0,"professional, scientific and technical services",middle management,0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,20.0,132.0,5
2010,employed all year,13.0,72912.4149659864,404.2268,36.0,full-time,non-university postsecondary certificate,0,trade,other trades,0,1,1,1,0,0,1,0,0,0,0,0,0,20.0,20.0,137.0,4
2010,employed all year,14.0,41096.08843537415,259.3898,38.0,full-time,university certificate above bachelor,1,"finance, insurance, real estate and leasing","occupations in social science, government service and religion",0,1,1,0,1,1,0,0,0,0,0,1,1,20.0,20.0,15.0,6
2010,employed all year,12.0,29164.96598639456,338.1813,43.0,full-time,non-university postsecondary certificate,0,transportation and warehousing,clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,1.0,139.0,4
2010,employed all year,11.0,29164.96598639456,176.9922,42.0,part-time,bachelor's degree,1,"information, culture and recreation","occupations in art, culture, recreation and sport",0,1,1,0,1,0,0,0,0,0,0,1,0,100.0,20.0,141.0,5
2010,employed all year,2.0,43747.44897959184,816.2058,31.0,part-time,bachelor's degree,1,trade,"retail salespersons, sales clerks, cashiers",0,1,1,0,1,0,0,1,0,0,1,0,1,20.0,20.0,36.0,5
2010,employed all year,10.0,57004.251700680274,747.6164,33.0,full-time,bachelor's degree,0,"business, building and other support services","wholesale, technical, insurance, real estate sales specialists",0,1,1,0,1,0,0,1,0,0,0,0,1,500.0,20.0,18.0,5
2010,employed all year,5.0,63632.65306122449,752.5453,34.0,full-time,non-university postsecondary certificate,1,health care and social assistance,middle management,0,1,1,1,0,0,0,0,0,0,0,1,0,1000.0,1000.0,33.0,4
2010,employed all year,9.0,102740.22108843538,265.746,31.0,full-time,bachelor's degree,0,other services,middle management,0,1,1,0,1,0,0,0,0,0,0,0,0,100.0,20.0,116.0,5
2010,employed all year,29.0,30490.646258503402,206.5067,50.0,full-time,some non-university postsecondary (no certificate),0,trade,clerical and supervisor occupations,0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,20.0,48.0,3
2010,employed all year,5.0,69598.21428571429,2138.9716,26.0,full-time,some non-university postsecondary (no certificate),0,"finance, insurance, real estate and leasing","wholesale, technical, insurance, real estate sales specialists",0,1,1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,60.0,3
2010,employed all year,1.0,15908.163265306122,185.7355,17.0,full-time,graduated high school,0,accommodation and food services,"chefs and cooks, food and beverage service",0,1,1,0,0,0,0,1,1,0,0,0,0,1000.0,20.0,11.0,3
2010,employed all year,30.0,60981.292517006805,533.3444,48.0,full-time,some non-university postsecondary (no certificate),0,trade,"retail salespersons, sales clerks, cashiers",0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,20.0,71.0,3
2010,employed all year,0.0,18559.52380952381,541.961,17.0,part-time,11-13 years of elementary and secondary school (not graduated),1,health care and social assistance,clerical and supervisor occupations,0,1,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,16.0,2
2010,employed all year,13.0,62306.97278911565,704.6458,33.0,full-time,some non-university postsecondary (no certificate),0,"finance, insurance, real estate and leasing","retail salespersons, sales clerks, cashiers",0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,1.0,31.0,3
2010,employed all year,11.0,34467.68707482993,420.9406,41.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"financial, secretarial and administrative",0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,58.0,4
2010,employed all year,26.0,63632.65306122449,322.7782,48.0,full-time,non-university postsecondary certificate,0,transportation and warehousing,teachers and professors,0,1,1,1,0,0,0,0,0,0,0,0,0,500.0,20.0,22.0,4
2010,employed all year,8.0,49050.17006802721,337.7759,32.0,part-time,bachelor's degree,1,educational services,teachers and professors,0,1,1,0,1,0,1,0,0,0,0,1,1,1000.0,1000.0,16.0,5
2010,"employed part-year, unemployed part-year",14.0,34467.68707482993,312.5104,30.0,full-time,graduated high school,0,transportation and warehousing,transport and equipment operators,1,1,1,0,0,0,0,0,0,0,0,0,0,100.0,100.0,16.0,3
2010,employed all year,22.0,106054.42176870749,259.5436,52.0,full-time,university certificate above bachelor,1,"information, culture and recreation",middle management,0,1,1,0,1,1,0,0,0,0,0,1,0,100.0,1.0,54.0,6
2010,employed all year,25.0,60981.292517006805,1319.8825,44.0,full-time,11-13 years of elementary and secondary school (not graduated),1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,0,0,0,0,1,0,0,0,0,1,0,1000.0,100.0,35.0,2
2010,employed all year,37.0,55678.571428571435,223.8129,59.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"financial, secretarial and administrative",0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1000.0,383.0,4
2010,employed all year,11.0,132568.02721088435,524.8218,28.0,full-time,non-university postsecondary certificate,0,manufacturing,"labourer in processing, manufacturing and utilities",0,1,1,1,0,0,1,0,0,0,0,0,0,1000.0,20.0,24.0,4
2010,employed all year,40.0,66284.01360544217,62.308,57.0,full-time,5-8 years of elementary school,0,other services,contractors and supervisors in trades and transportation,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,480.0,2
2010,"employed part-year, unemployed part-year",3.0,34467.68707482993,241.4387,24.0,full-time,some university (no certificate),1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,0,0,0,0,1,0,0,0,0,0,1000.0,100.0,4.0,3
2010,employed all year,4.0,79540.81632653062,141.6449,27.0,full-time,bachelor's degree,0,public administration,natural and applied sciences,0,1,1,0,1,0,1,0,0,0,0,1,0,1000.0,100.0,24.0,5
2010,employed all year,14.0,62306.97278911565,847.556,41.0,full-time,non-university postsecondary certificate,1,public administration,clerical and supervisor occupations,0,1,1,1,0,0,1,1,0,0,0,1,0,1000.0,1000.0,102.0,4
2010,employed all year,2.0,102740.22108843538,3293.3688,25.0,full-time,bachelor's degree,0,utilities,natural and applied sciences,0,1,1,0,1,0,1,0,0,0,0,1,0,1000.0,20.0,30.0,5
2010,employed all year,16.0,125939.62585034015,3241.4767,38.0,full-time,bachelor's degree,0,public administration,occupation in protective services,0,1,1,0,1,0,1,0,0,0,0,1,0,1000.0,20.0,189.0,5
2010,employed all year,2.0,30490.646258503402,1608.8927,21.0,full-time,some non-university postsecondary (no certificate),0,construction,construction trades,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,40.0,3
2010,employed all year,41.0,106054.42176870749,1690.2291,57.0,full-time,non-university postsecondary certificate,0,manufacturing,other trades,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,500.0,122.0,4
2010,employed all year,25.0,54352.89115646259,1103.1462,44.0,full-time,some non-university postsecondary (no certificate),0,trade,other trades,0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,1.0,308.0,3
2010,employed all year,6.0,60981.292517006805,720.3066,27.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,0,0,0,0,0,1,0,1000.0,1000.0,32.0,4
2010,employed all year,32.0,66284.01360544217,1196.3259,54.0,full-time,non-university postsecondary certificate,0,trade,clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,500.0,117.0,4
2010,employed all year,22.0,63632.65306122449,306.9583,64.0,full-time,graduated high school,1,trade,"retail salespersons, sales clerks, cashiers",0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,204.0,3
2010,employed all year,27.0,47724.48979591837,373.6837,57.0,full-time,graduated high school,0,other services,natural and applied sciences,0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,20.0,38.0,3
2010,employed all year,7.0,86169.21768707484,796.4326,30.0,full-time,university certificate above bachelor,0,educational services,teachers and professors,0,1,1,0,1,1,1,0,0,0,0,1,0,1000.0,20.0,59.0,6
